id,name,img,asin,price,mrp,rating,ratingTotal,discount,seller,purl,image_filename
1,Men Solid Oversized Cotton,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/16407468/2021/12/28/fce7ca1e-01ec-4c12-a90f-c7b75abda0e01640669480687-Difference-of-Opinion-Men-Tshirts-4021640669480120-1.jpg",-,532.0,1299.0,4.1,5300,59,Difference of Opinion,https://www.myntra.com/tshirts/difference-of-opinion/difference-of-opinion-men-mint-green-round-neck-drop-shoulder-sleeves-cotton-loose-t-shirt/16407468/buy,Men_Solid_Oversized_Cotton_0.jpg
2,Men Cotton Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/1996777/2022/11/22/336445a8-fa32-4396-914a-2629b49465d31669112704759RoadsterMenBlackCottonPureCottonT-shirt1.jpg",-,274.0,499.0,4.2,25400,45,Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-black-cotton-pure-cotton-t-shirt/1996777/buy,Men_Cotton_Pure_Cotton_T-shirt_1.jpg
3,Women Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/15598180/2022/2/4/0cae0b47-0ae6-4bec-aa2f-a00a5624c3a11643957685405-DILLINGER-Women-Navy-Blue-Typography-Printed-Pure-Cotton-Loo-1.jpg",-,551.0,1199.0,4.5,3400,54,DILLINGER,https://www.myntra.com/tshirts/dillinger/dillinger-women-navy-blue-typography-printed-pure-cotton-t-shirt/15598180/buy,Women_Pure_Cotton_T-shirt_2.jpg
4,Typography Print T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/12/12/1aab2a18-6774-4f83-b292-fe301755a3351576102551329-1.jpg",-,296.0,1099.0,4.0,18400,73,Huetrap,https://www.myntra.com/tshirts/huetrap/huetrap-men-beige--black-typography-printed-sustainable-t-shirt/11148764/buy,Typography_Print_T-shirt_3.jpg
5,Printed Round Neck Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/11545192/2022/3/25/626b0419-cbb0-4200-8490-67e20a0021c51648208612203-Roadster-Men-Green--White-Printed-Round-Neck-Pure-Cotton-T-s-1.jpg",-,494.0,899.0,4.2,3800,45,Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-green--white-printed-round-neck-pure-cotton-t-shirt/11545192/buy,Printed_Round_Neck_Pure_Cotton_T-shirt_4.jpg
6,Boys Pack of 5 T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17137560/2022/2/11/4dd42ff2-7468-4bcc-a4a2-f0994b2d01751644582207769HellcatBoysRoundNeckBlendedCottonTshirt-ComboPackof51.jpg",-,699.0,4995.0,4.1,1200,86,HELLCAT,https://www.myntra.com/tshirts/hellcat/hellcat-boys-grey--orange-pack-of-5-typography-printed-t-shirt/17137560/buy,Boys_Pack_of_5_T-shirt_5.jpg
7,Polo Collar Cotton Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/1996801/2018/8/3/15c9e328-62bd-49ea-8cbd-7bc2047ba02f1533279315890-Roadster-Men-Black-Solid-Polo-Collar-T-shirt-836153327931345-1.jpg",-,449.0,899.0,4.1,10500,50,Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-black-polo-collar-cotton-pure-cotton-t-shirt/1996801/buy,Polo_Collar_Cotton_Pure_Cotton_T-shirt_6.jpg
8,Boys Pack Of 5 Printed T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17137550/2022/2/11/b124b0f4-830d-44ed-a669-e8585d66cf4f1644579708683HellcatBoysRoundNeckBlendedCottonTshirt-ComboPackof51.jpg",-,699.0,4995.0,4.1,2300,86,HELLCAT,https://www.myntra.com/tshirts/hellcat/hellcat-boys-pack-of-5-typography-printed-bio-finish-t-shirt/17137550/buy,Boys_Pack_Of_5_Printed_T-shirt_7.jpg
9,Printed Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/1700871/2020/1/22/f932ae44-0fb8-4b92-b7bc-f1756253294b1579692118186-HRX-by-Hrithik-Roshan-Men-Teal-Blue-Printed-T-shirt-90515796-1.jpg",-,279.0,699.0,4.2,55400,60,HRX by Hrithik Roshan,https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-teal-blue-printed-pure-cotton-t-shirt/1700871/buy,Printed_Pure_Cotton_T-shirt_8.jpg
10,Printed Round Neck Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/12193826/2020/10/13/e5880ee7-80af-4405-ae9f-7760b22a34621602571369433-Roadster-Women-Tshirts-1601602571367968-1.jpg",-,399.0,799.0,4.1,5600,50,Roadster,https://www.myntra.com/tshirts/roadster/roadster-women-pink--burgundy-printed-round-neck-pure-cotton-longline-t-shirt/12193826/buy,Printed_Round_Neck_Pure_Cotton_T-shirt_9.jpg
11,Printed Round Neck Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/10968510/2020/2/4/604f209c-9256-4c8a-b018-f15d46a9fdb11580792216828-Roadster-Women-Tshirts-8821580792215054-1.jpg",-,419.0,699.0,4.1,6900,40,Roadster,https://www.myntra.com/tshirts/roadster/roadster-women-lavender-printed-round-neck-pure-cotton-t-shirt/10968510/buy,Printed_Round_Neck_Pure_Cotton_T-shirt_10.jpg
12,Longline T-shirt with Raw Edge,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/1824340/2017/8/3/11501764560457-Roadster-Men-Grey-Melange-Solid-Round-Neck-T-shirt-3291501764560241-1.jpg",-,463.0,799.0,3.9,11600,42,Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-grey-melange-longline-t-shirt-with-raw-edges/1824340/buy,Longline_T-shirt_with_Raw_Edge_11.jpg
13,Printed Oversized Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/13930788/2021/8/6/38d6c0e3-cda3-4059-a673-2cdb0bafae181628241011946-DILLINGER-Women-Tshirts-8941628241011571-1.jpg",-,551.0,1199.0,4.5,5500,54,DILLINGER,https://www.myntra.com/tshirts/dillinger/dillinger-women-purple-typography-printed-drop-shoulder-sleeves-oversized-pure-cotton-t-shirt/13930788/buy,Printed_Oversized_Pure_Cotton_T-shirt_12.jpg
14,Men Camouflage Printed Loose T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17868156/2022/4/12/4084bedc-aa91-40c8-bed9-e8e74bbdd5f31649779743002VEIRDOMenWhiteCamouflagePrintedMonochromeLooseT-shirt1.jpg",-,479.0,1199.0,4.1,1900,60,VEIRDO,https://www.myntra.com/tshirts/veirdo/veirdo-men-white-camouflage-printed-loose-oversize-cotton-t-shirt/17868156/buy,Men_Camouflage_Printed_Loose_T-shirt_13.jpg
15,Time Travlr Sleveless Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/2498517/2018/5/11/d485cf97-7835-446f-b637-a98ac6fe2a291526023388617-Roadster-Men-Olive-Green-Solid-Round-Neck-T-shirt-4761526023388386-1.jpg",-,124.0,499.0,4.1,5100,75,Roadster,https://www.myntra.com/tshirts/roadster/roadster-time-travlr-men-olive-green-sleveless-pure-cotton-t-shirt-with-raw-edges/2498517/buy,Time_Travlr_Sleveless_Pure_Cotton_T-shirt_14.jpg
16,Men Striped Polo Collar T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/20324896/2022/10/27/2215b2bf-a2c1-424b-aaa6-befb8b78467c1666867734904-Louis-Philippe-Sport-Men-Tshirts-3571666867734363-1.jpg",-,1199.0,1999.0,4.6,180,40,Louis Philippe Sport,https://www.myntra.com/tshirts/louis-philippe-sport/louis-philippe-sport-men-navy-blue--yellow-striped-polo-collar-t-shirt/20324896/buy,Men_Striped_Polo_Collar_T-shirt_15.jpg
17,Men Striped Polo Collar T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/9973475/2022/11/14/b5639b13-e56a-4b59-8756-7e8b36c7775f1668419486394-Roadster-Men-Black--Grey-Striped-Polo-Collar-Pure-Cotton-T-s-1.jpg",-,349.0,1399.0,4.1,3800,75,Roadster,https://www.myntra.com/tshirts/roadster/the-roadster-life-co-men-black--grey-striped-polo-collar-pure-cotton-t-shirt/9973475/buy,Men_Striped_Polo_Collar_T-shirt_16.jpg
18,Henley Neck T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/1996770/2018/2/8/11518088823846-Roadster-Men-Rust-Solid-Henley-Neck-T-shirt-7631518088823602-1.jpg",-,274.0,499.0,4.2,3600,45,Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-brown-melange-henley-neck-t-shirt/1996770/buy,Henley_Neck_T-shirt_17.jpg
19,Typography Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/2308267/2018/1/29/11517216335231-Roadster-Men-Maroon-Printed-Round-Neck-T-shirt-5591517216335098-1.jpg",-,299.0,599.0,4.0,29100,50,Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-maroon-typography-printed-cotton-t-shirt/2308267/buy,Typography_Cotton_T-shirt_18.jpg
20,Women Candy Stripes T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/14140704/2021/9/24/a9cf5fed-e30d-4397-8fee-700d540058ed1632481604682-Moda-Rapido-Women-Multicoloured-Candy-Stripes-Drop-Shoulder--1.jpg",-,494.0,1099.0,4.2,1800,55,Moda Rapido,https://www.myntra.com/tshirts/moda-rapido/moda-rapido-women-multicoloured-candy-stripes-drop-shoulder-sleeves-t-shirt/14140704/buy,Women_Candy_Stripes_T-shirt_19.jpg
21,Printed Cotton Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/2297835/2018/3/14/11521020286596-Roadster-Men-Tshirts-4241521020286395-1.jpg",-,399.0,799.0,4.2,12500,50,Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-navy-printed-cotton-pure-cotton-t-shirt/2297835/buy,Printed_Cotton_Pure_Cotton_T-shirt_20.jpg
22,Cotton Oversized T-Shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17132720/2022/6/20/7748f30c-e08f-4359-8524-9d8f7d3135281655722336851-DILLINGER-Women-Blue-Printed-Pure-Cotton-Loose-Graphic-Overs-1.jpg",-,545.0,1299.0,4.6,1300,58,DILLINGER,https://www.myntra.com/tshirts/dillinger/dillinger-women-blue-printed-pure-cotton-loose-graphic-oversized-t-shirt/17132720/buy,Cotton_Oversized_T-Shirt_21.jpg
23,Solid Round Neck T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/2475892/2018/4/3/11522732991435-Roadster-Men-Black-Solid-Round-Neck-T-shirt-1531522732991218-1.jpg",-,359.0,799.0,4.1,6400,55,Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-black-solid-round-neck-t-shirt/2475892/buy,Solid_Round_Neck_T-shirt_22.jpg
24,Printed Cotton Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/1700944/2019/6/8/488007ef-c65e-4a2f-a92b-65b6846894861559989274078-HRX-by-Hrithik-Roshan-Men-Yellow-Printed-Round-Neck-T-Shirt--1.jpg",-,384.0,699.0,4.2,66900,45,HRX by Hrithik Roshan,https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-yellow-printed-cotton-pure-cotton-t-shirt/1700944/buy,Printed_Cotton_Pure_Cotton_T-shirt_23.jpg
25,Slim Tropical Printed Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/12377258/2020/9/11/ce1b7bcb-a65a-4eb0-a317-42ac02718f1e1599798741705UrbanoFashionPrintedMenRoundNeckDarkGreenT-Shirt1.jpg",-,461.0,1099.0,4.1,11900,58,Urbano Fashion,https://www.myntra.com/tshirts/urbano-fashion/urbano-fashion-men-teal-green-slim-fit-tropical-printed-pure-cotton-t-shirt/12377258/buy,Slim_Tropical_Printed_Pure_Cotton_T-shirt_24.jpg
26,Men Polo Collar Slim Fit T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/19446216/2022/9/28/8e26fdd4-6af7-48b6-a037-bec1ceb6c6251664359967155TshirtsUSPoloAssnMenTshirtsUSPoloAssnMenShirtsUSPoloAssnMenS1.jpg",-,1699.0,1699.0,4.5,295,0,U.S. Polo Assn.,https://www.myntra.com/tshirts/us-polo-assn/u-s-polo-assn-men-solid-polo-collar-pure-cotton-slim-fit-t-shirt/19446216/buy,Men_Polo_Collar_Slim_Fit_T-shirt_25.jpg
27,Colourblocked Pure Cotton,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/13622286/2021/2/18/f58cb66f-5e6e-48a5-8395-c695410628811613644559259-Roadster-Men-Green-Colourblocked-Round-Neck-T-shirt-18316136-1.jpg",-,349.0,699.0,4.3,1700,50,Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-green--white-colourblocked-round-neck-pure-cotton-t-shirt/13622286/buy,Colourblocked_Pure_Cotton_26.jpg
28,Men Printed Football T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/18982090/2022/7/19/e618a91f-c4a3-48ea-9ea0-0d105025b5de1658232227623-Manchester-City-FC--Home-Jersey-Replica-2891658232227240-1.jpg",-,3849.0,5499.0,4.8,42,30,Puma,https://www.myntra.com/tshirts/puma/puma-men-blue-printed-manchester-city-football-t-shirt/18982090/buy,Men_Printed_Football_T-shirt_27.jpg
29,Colourblocked Raw Edge T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/2215210/2018/1/22/11516616541193-Roadster-Men-Beige-Colourblocked-Round-Neck-T-shirt-8181516616541016-1.jpg",-,359.0,799.0,4.0,5300,55,Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-beige-colourblocked-raw-edge-t-shirt/2215210/buy,Colourblocked_Raw_Edge_T-shirt_28.jpg
30,Polo Collar Cotton Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/7546900/2019/1/24/c9be0d6e-30a4-4242-b4e0-1c166b73f2781548320874402-HERENOW-Men-Polo-Collar-T-shirt-4861548320873235-1.jpg",-,454.0,1299.0,4.1,9800,65,HERE&NOW,https://www.myntra.com/tshirts/herenow/herenow-men-navy-polo-collar-cotton-pure-cotton-t-shirt/7546900/buy,Polo_Collar_Cotton_Pure_Cotton_T-shirt_29.jpg
31,Women Typography Printed Loose T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/18771364/2022/7/21/3dd4dcc8-3ae4-4f67-a00e-235810d3508e1658395210493-DILLINGER-Women-Tshirts-6481658395209874-1.jpg",-,524.0,1499.0,4.4,485,65,DILLINGER,https://www.myntra.com/tshirts/dillinger/dillinger-women-red--white-typography-printed-pure-cotton-loose-oversized-t-shirt/18771364/buy,Women_Typography_Printed_Loose_T-shirt_30.jpg
32,Curl Edge Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/3314141/2018/5/19/e55c2244-8515-44d5-93da-d719f3f8d4551526706357637-Roadster-Men-Tshirts-6461526706356615-1.jpg",-,199.0,399.0,4.0,1500,50,Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-maroon-curl-edge-cotton-t-shirt/3314141/buy,Curl_Edge_Cotton_T-shirt_31.jpg
33,Men Colourblocked Polo Collar T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22547618/2023/4/4/1efd237a-b32d-4aad-8953-00ee8afbdf101680608437126-Roadster-Men-Tshirts-6241680608436697-1.jpg",-,449.0,899.0,3.9,95,50,Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-colourblocked-polo-collar-t-shirt/22547618/buy,Men_Colourblocked_Polo_Collar_T-shirt_32.jpg
34,Men Solid Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/10984594/2020/4/6/7e7570b8-9ff1-448a-b8e1-f5fbadf232d51586163159057-Nautica-Men-Tshirts-2011586163156988-1.jpg",-,1299.0,2599.0,4.0,622,50,Nautica,https://www.myntra.com/tshirts/nautica/nautica-men-burgundy-solid-polo-collar-pure-cotton-t-shirt/10984594/buy,Men_Solid_Pure_Cotton_T-shirt_33.jpg
35,Drop Shoulder Longline T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/1824339/2022/4/18/ff4c8434-9e4f-4d11-9f1e-448cebdb5c6b1650284989788RoadsterMenBlackDrop-ShoulderLonglineT-shirt1.jpg",-,319.0,799.0,4.1,9600,60,Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-black-drop-shoulder-longline-t-shirt/1824339/buy,Drop_Shoulder_Longline_T-shirt_34.jpg
36,Printed Round Neck T-Shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22462330/2023/3/22/27a1d087-dc81-46a0-9b86-505f6491b5931679431326265RoyalChallengersBangalore2023MensReplicaJersey1.jpg",-,1799.0,1999.0,4.5,67,10,Puma,https://www.myntra.com/tshirts/puma/puma-royal-challengers-bangalore-typography-printed-round-neck-t-shirt/22462330/buy,Printed_Round_Neck_T-Shirt_35.jpg
37,Women White Wide T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17186110/2022/2/17/232b7f76-6647-411a-a28e-2811bfbdb28a1645108715599WideT-shirt1.jpg",-,699.0,699.0,4.2,780,0,H&M,https://www.myntra.com/tshirts/hm/hm-women-white-wide-t-shirt/17186110/buy,Women_White_Wide_T-shirt_36.jpg
38,Rapid Dry Raglan Polo T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/2314374/2018/5/2/11525240942451-HRX-by-Hrithik-Roshan-Men-Black-Self-Design-Polo-Collar-T-shirt-1561525240942331-1.jpg",-,714.0,1299.0,3.9,800,45,HRX by Hrithik Roshan,https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-advanced-rapid-dry-raglan-polo-collar-t-shirt/2314374/buy,Rapid_Dry_Raglan_Polo_T-shirt_37.jpg
39,Printed Boxy Fit T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/10968502/2020/2/18/54c26fb8-d8c6-42b0-a3d6-eea009aaba161582020847616-Roadster-Women-Tshirts-2671582020846188-1.jpg",-,279.0,799.0,4.1,7900,65,Roadster,https://www.myntra.com/tshirts/roadster/roadster-women-green-printed-boxy-fit-longline-t-shirt/10968502/buy,Printed_Boxy_Fit_T-shirt_38.jpg
40,Men Solid Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/13802542/2021/5/24/da580c47-bec2-415f-b6de-b562f9c7237d1621839374174ShirtsTommyHilfigerMenTshirtsTommyHilfigerMenTshirtsWROGNACT1.jpg",-,1299.0,2599.0,4.4,620,50,Nautica,https://www.myntra.com/tshirts/nautica/nautica-men-teal-blue-solid-polo-collar-pure-cotton-t-shirt/13802542/buy,Men_Solid_Pure_Cotton_T-shirt_39.jpg
41,Polo Collar Oversized T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22221528/2023/3/3/562f88cb-55f7-4746-9df6-32d951d355ae1677857165091Tshirts1.jpg",-,1393.0,1699.0,3.9,34,18,Bonkers Corner,https://www.myntra.com/tshirts/bonkers-corner/bonkers-corner-polo-collar-drop-shoulder-sleeves-oversized-loose-fit-t-shirt/22221528/buy,Polo_Collar_Oversized_T-shirt_40.jpg
42,Printed Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/13126922/2021/2/22/6d8b8cbd-fc4d-4500-afb5-a89887ba6a931613993826384-Roadster-Women-Teal-Solid-Round-Neck-T-shirt-544161399382499-1.jpg",-,359.0,599.0,4.3,1500,40,Roadster,https://www.myntra.com/tshirts/roadster/roadster-women-teal-blue-printed-round-neck-pure-cotton-t-shirt/13126922/buy,Printed_Pure_Cotton_T-shirt_41.jpg
43,Men 2022 Fan Jersey,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17535032/2022/3/24/aafe16ee-6483-40ef-8fae-80e114279b591648122118227-Puma-Men-Tshirts-4991648122117871-1.jpg",-,844.0,1299.0,4.4,788,35,Puma,https://www.myntra.com/tshirts/puma/puma-x-royal-challengers-bangalore-men-navy-blue--red-2022-fan-jersey/17535032/buy,Men_2022_Fan_Jersey_42.jpg
44,Striped Henley Neck Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/8023755/2019/2/28/3ccf7a01-9e78-409d-b357-70fffc8bfc251551339061011-Roadster-Men-Tshirts-7841551339059830-1.jpg",-,449.0,899.0,4.0,2800,50,Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-navy-blue--white-striped-henley-neck-pure-cotton-t-shirt/8023755/buy,Striped_Henley_Neck_Pure_Cotton_T-shirt_43.jpg
45,Printed Henley T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/1371410/2016/8/31/11472626355661-Roadster-Men-Bronze-Printed-V-Neck-T-Shirt-2251472626355441-1.jpg",-,314.0,899.0,4.2,7900,65,Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-black-printed-henley-t-shirt/1371410/buy,Printed_Henley_T-shirt_44.jpg
46,Oversized Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/10926786/2020/6/14/5624caf0-b769-4ffc-91be-a605859434cd1592111383793-Kook-N-Keech-Women-Tshirts-3191592111382247-1.jpg",-,659.0,1199.0,4.4,1900,45,Kook N Keech,https://www.myntra.com/tshirts/kook-n-keech/kook-n-keech-women-black-printed-round-neck-oversized-pure-cotton-t-shirt/10926786/buy,Oversized_Pure_Cotton_T-shirt_45.jpg
47,Ultralyte Men Running T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/10106341/2019/9/5/e5bd4bb5-b746-44b1-92fd-1b20906c60031567656798859-HRX-by-Hrithik-Roshan-Men-Tshirts-5601567656797772-1.jpg",-,494.0,899.0,4.4,14400,45,HRX by Hrithik Roshan,https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-ultralyte-men-black-running-t-shirt/10106341/buy,Ultralyte_Men_Running_T-shirt_46.jpg
48,Printed Round Neck Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/12003902/2020/7/27/d890afe0-cff4-4de8-8b83-3afea9f6fdb11595844856992-Roadster-Men-White-Printed-Round-Neck-T-shirt-28159584485559-1.jpg",-,319.0,799.0,4.2,3800,60,Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-white--blue-printed-round-neck-pure-cotton-t-shirt/12003902/buy,Printed_Round_Neck_Pure_Cotton_T-shirt_47.jpg
49,Solid Polo Collar Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/11278646/2020/2/10/16fde6a7-71f0-4cc2-9cf2-a0eb3e2b57f01581330316259-Roadster-Men-Tshirts-7971581330313974-1.jpg",-,449.0,1499.0,4.1,341,70,Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-navy-blue-solid-polo-collar-pure-cotton-t-shirt/11278646/buy,Solid_Polo_Collar_Pure_Cotton_T-shirt_48.jpg
50,Polo Collar Cotton Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/7546902/2019/2/11/be44366c-a232-47ec-a7b4-c4bea24f04e71549886561293-HERENOW-Men-Teal-Solid-Polo-Collar-T-shirt-7371549886559966-1.jpg",-,764.0,1699.0,4.1,12200,55,HERE&NOW,https://www.myntra.com/tshirts/herenow/herenow-men-teal-blue-polo-collar-cotton-pure-cotton-t-shirt/7546902/buy,Polo_Collar_Cotton_Pure_Cotton_T-shirt_49.jpg
51,Women Mid Rise Shorts,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22959014/2023/4/29/97cde5ef-3d34-4bd0-805d-c9765c99aadc1682763243962BRINNSWomenTealShorts1.jpg",-,532.0,1299.0,0.0,0,59,BRINNS,https://www.myntra.com/shorts/brinns/brinns-women-mid-rise-shorts/22959014/buy,Women_Mid_Rise_Shorts_50.jpg
52,Puffed Sleeves Casual Shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22946300/2023/4/28/0ac64e98-b125-499a-82e1-63e70cc5ed3a1682698366434WoolTreesWomenNavyBlueOpaqueFormalShirt1.jpg",-,899.0,1499.0,0.0,0,40,Wool Trees,https://www.myntra.com/shirts/wool-trees/wool-trees-spread-collar-puffed-sleeves-casual-shirt/22946300/buy,Puffed_Sleeves_Casual_Shirt_51.jpg
53,Typography Printed T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22928048/2023/4/28/03655502-a5c0-4fe1-8262-b18acee3fc3f1682629488435OkaneWomenRedTypographyPrintedT-shirt1.jpg",-,559.0,699.0,0.0,0,20,Okane,https://www.myntra.com/tshirts/okane/okane-typography-printed-extended-sleeves-t-shirt/22928048/buy,Typography_Printed_T-shirt_52.jpg
54,Embroidered Georgette Top,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22862184/2023/4/28/1ce20da8-3abf-4a18-b04f-aec1299f4ff81682663647633-Black-Heavy-Embroderied-Gerogette-Siquins-top-63216826636472-1.jpg",-,847.0,2499.0,0.0,0,1652,WEAVETECH IMPEX,https://www.myntra.com/tops/weavetech-impex/weavetech-impex-black-embroidered-georgette-longline-top/22862184/buy,Embroidered_Georgette_Top_53.jpg
