id,name,img,asin,price,mrp,rating,ratingTotal,discount,seller,purl,image_filename
4880,King Bedsheet & Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22852110/2023/4/21/cb64f595-30d9-4846-9d40-dbd4daa25b581682093610809Bedsheets1.jpg",-,1999.0,4599.0,0.0,0,2600,Gulaab Jaipur,https://www.myntra.com/bedsheets/gulaab-jaipur/gulaab-jaipur-white--green-floral-cotton-flat-400-tc-king-bedsheet-with-2-pillow-covers/22852110/buy,King_Bedsheet___Pillow_Covers_4879.jpg
4881,Tent Mosquito Net with Bag,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/11891106/2020/5/29/309482af-3c00-4e3b-8eb1-c030d479635f1590729891975DoubleBedfoldableMosquitoNet1.jpg",-,749.0,2499.0,4.2,183,70,Story@home,https://www.myntra.com/mosquito-nets/storyhome/storyhome-white--blue-sheer-queen-foldable-tent-mosquito-net-with-bag/11891106/buy,Tent_Mosquito_Net_with_Bag_4880.jpg
4882,180 GSM Reversible Comforter,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/19566684/2022/8/19/0ee819a8-3dec-4273-ab12-d82b236f13ab1660916299908StoryhomeUnisexWhiteBlanketsQuiltsandDohars1.jpg",-,999.0,3999.0,4.3,134,75,Story@home,https://www.myntra.com/blankets-quilts-and-dohars/storyhome/storyhome-white--green-180-gsm-reversible-double-bed-comforter/19566684/buy,180_GSM_Reversible_Comforter_4881.jpg
4883,Bedsheet with 2 Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/3/12/78fc5fe5-e17f-4d5a-b5ec-c1aa7b3d44031615542816310-1.jpg",-,850.0,3699.0,4.3,104,77,Rajasthan Decor,https://www.myntra.com/bedsheets/rajasthan-decor/rajasthan-decor-cream-coloured--blue-ethnic-motifs-180-tc-cotton-1-king-bedsheet-with-2-pillow-covers/13857752/buy,Bedsheet_with_2_Pillow_Covers_4882.jpg
4884,230 TC Double King Bedsheet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17357100/2022/3/3/253b5232-578f-4a89-a3ce-2ef3a3662a111646282342543MarksSpencerUnisexBlueBedsheets1.jpg",-,2299.0,2299.0,0.0,0,0,Marks & Spencer,https://www.myntra.com/bedsheets/marks--spencer/marks--spencer-blue-solid-230-tc-double-king-cotton-bedsheet/17357100/buy,230_TC_Double_King_Bedsheet_4883.jpg
4885,210 TC King 2 Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21162364/2022/12/12/afcac493-b6c2-4b8c-bd85-3dd55ed28cb31670843592536CHHAVIINDIABrownGreenFloral210TCKingBedsheetwith2PillowCover1.jpg",-,659.0,2999.0,4.8,25,78,CHHAVI INDIA,https://www.myntra.com/bedsheets/chhavi-india/chhavi-india-brown--green-floral-ultra-soft-210-tc-king-bedsheet-with-2-pillow-covers/21162364/buy,210_TC_King_2_Pillow_Covers_4884.jpg
4886,144 TC Single 1 Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17713248/2022/3/31/b0e9d910-4950-4ffc-add2-7878852198a71648749351813HomeSizzlerUnisexGreyBedsheets1.jpg",-,319.0,799.0,4.3,89,60,Home Sizzler,https://www.myntra.com/bedsheets/home-sizzler/home-sizzler-grey--white-floral-144-tc-single-bedsheet-with-1-pillow-covers/17713248/buy,144_TC_Single_1_Pillow_Covers_4885.jpg
4887,140 TC King 2 Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21307282/2023/1/18/f03fb2aa-588e-4f5f-85a9-ecbc79480c701674037952659LAVERNEMustardWhiteFloral140TCCottonKingBedsheetwith2PillowC1.jpg",-,699.0,2999.0,3.9,39,2300,LA VERNE,https://www.myntra.com/bedsheets/la-verne/la-verne-mustard--white-floral-140-tc-cotton-king-bedsheet-with-2-pillow-covers/21307282/buy,140_TC_King_2_Pillow_Covers_4886.jpg
4888,100 TC King 2 Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/20715192/2022/11/11/397bfa01-39b3-44b3-8e46-66a792050b901668186113655RaymondHomeWhiteRedEthnicMotifs100TCKingBedsheetwith2PillowC1.jpg",-,949.0,1899.0,0.0,0,50,Raymond Home,https://www.myntra.com/bedsheets/raymond-home/raymond-home-white--red-printed-100-tc-king-bedsheet-with-2-pillow-covers/20715192/buy,100_TC_King_2_Pillow_Covers_4887.jpg
4889,140 TC 1 Single Bedsheet with 1 Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/12669710/2021/11/12/f3b5bd56-1afc-45db-9554-5fd60e3778f21636699524702HomeEcstasySeaGreenBlueFloral140TCCotton1SingleBedsheetwith11.jpg",-,404.0,899.0,4.4,235,55,Home Ecstasy,https://www.myntra.com/bedsheets/home-ecstasy/home-ecstasy-sea-green--blue-floral-140-tc-cotton-1-single-bedsheet-with-1-pillow-covers/12669710/buy,140_TC_1_Single_Bedsheet_with_1_Pillow_Covers_4888.jpg
4890,King Bedsheet & Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22852066/2023/4/21/3c26b24b-944d-4f04-9cdb-3379a3c65fdb1682093138321Bedsheets1.jpg",-,2399.0,6299.0,0.0,0,3900,Gulaab Jaipur,https://www.myntra.com/bedsheets/gulaab-jaipur/gulaab-jaipur-white--pink-floral-600-tc-cotton-king-bedsheet-with-2-pillow-covers/22852066/buy,King_Bedsheet___Pillow_Covers_4889.jpg
4891,King Bedsheet & Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22852028/2023/4/21/f0948bda-8b06-4849-8825-45e1a9ea1a8e1682092630053Bedsheets1.jpg",-,1999.0,4599.0,0.0,0,2600,Gulaab Jaipur,https://www.myntra.com/bedsheets/gulaab-jaipur/gulaab-jaipur-white-ethnic-motifs-400-tc-cotton-king-bedsheet-with-2-pillow-covers/22852028/buy,King_Bedsheet___Pillow_Covers_4890.jpg
4892,Set Of 2 Solid Medium-Firm Anti Stress Orthopedic Fiber-Pillows,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/4/16/bff7e441-f364-4c70-bbb4-a1f7dba0042e1618558442121-1.jpg",-,1199.0,2398.0,4.3,258,50,BIANCA,https://www.myntra.com/pillows/bianca/bianca-set-of-2-white-solid-medium-firm-anti-stress-orthopedic-fiber-pillows/14115462/buy,Set_Of_2_Solid_Medium-Firm_Anti_Stress_Orthopedic_Fiber-Pillows_4891.jpg
4893,King Bedsheet 2 Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/14495010/2022/3/15/8a993711-81ee-4324-ad7e-28ea4138c3361647331745619KuberIndustriesMaroonPinkFloralKingBedsheetwith2PillowCovers1.jpg",-,599.0,1499.0,3.9,195,60,Kuber Industries,https://www.myntra.com/bedsheets/kuber-industries/kuber-industries-maroon--pink-floral-king-bedsheet-with-2-pillow-covers/14495010/buy,King_Bedsheet_2_Pillow_Covers_4892.jpg
4894,1King Bedsheet 2 Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/13699974/2022/3/15/7d39b999-e748-4c9e-ab85-80fd28f15f301647332090546DREAMWEAVERZWhiteGreyFloral220TCCotton1KingBedsheetwith2Pill1.jpg",-,571.0,2599.0,4.1,850,78,DREAM WEAVERZ,https://www.myntra.com/bedsheets/dream-weaverz/dream-weaverz-white--grey-floral-220-tc-cotton-1-double-bedsheet-with-2-pillow-covers/13699974/buy,1King_Bedsheet_2_Pillow_Covers_4893.jpg
4895,120 TC King 2 Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/20035704/2022/9/17/8a0968d9-54ff-4155-88b7-233abcaa3d321663355267164SangriaUnisexGreyBedsheets1.jpg",-,999.0,2299.0,0.0,0,1300,Sangria,https://www.myntra.com/bedsheets/sangria/sangria--floral-120-tc-king-bedsheet-with-2-pillow-covers/20035704/buy,120_TC_King_2_Pillow_Covers_4894.jpg
4896,King Bedsheet & Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22852070/2023/4/21/ce1029ac-6866-47b6-ba75-64f57586ce121682092661260Bedsheets1.jpg",-,2199.0,6299.0,0.0,0,4100,Gulaab Jaipur,https://www.myntra.com/bedsheets/gulaab-jaipur/gulaab-jaipur-white--green-floral-600-tc-cotton-king-bedsheet-with-2-pillow-covers/22852070/buy,King_Bedsheet___Pillow_Covers_4895.jpg
4897,Bedsheet with 2 Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/20228214/2022/9/30/b3581acb-1a8c-4c58-a868-94504b30ae721664523831339BOMBAYDYEINGOffWhiteYellowFloral100TCKingBedsheetwith2Pillow1.jpg",-,1119.0,2799.0,4.4,9,60,BOMBAY DYEING,https://www.myntra.com/bedsheets/bombay-dyeing/bombay-dyeing-floral-printed-100-tc-cotton-king-bedsheet-with-2-pillow-covers/20228214/buy,Bedsheet_with_2_Pillow_Covers_4896.jpg
4898,210 TC Queen 2 Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/20394364/2022/12/13/5ee15bc1-9f98-44cd-bd77-115fc71c18381670915476970-CHHAVI-INDIA-Magenta--Beige-Floral-210-TC-Queen-Bedsheet-wit-1.jpg",-,699.0,2499.0,3.8,15,72,CHHAVI INDIA,https://www.myntra.com/bedsheets/chhavi-india/chhavi-india-magenta--beige-floral-210-tc-queen-bedsheet-with-2-pillow-covers/20394364/buy,210_TC_Queen_2_Pillow_Covers_4897.jpg
4899,Unisex Bedsheets,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/20035694/2022/9/16/1c2c373e-3d07-4ac5-ad59-dfe3738a67691663350537069SangriaUnisexGreyBedsheets1.jpg",-,999.0,1799.0,4.5,8,800,Sangria,https://www.myntra.com/bedsheets/sangria/-sangria-unisex-grey-bedsheets/20035694/buy,Unisex_Bedsheets_4898.jpg
4900,Printed 210 TC Extra Large Double Bedsheet With 2 Pillow Covers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/13458542/2022/3/15/9521b9d6-c076-40b9-a53f-e15eaa8fa80d1647331994885LIVINGROOTSWhitePinkPrinted210TCExtraLargeDoubleBedsheetWith1.jpg",-,999.0,2499.0,4.3,50,60,LIVING ROOTS,https://www.myntra.com/bedsheets/living-roots/living-roots-white--pink-printed-210-tc-extra-large-double-bedsheet-with-2-pillow-covers/13458542/buy,Printed_210_TC_Extra_Large_Double_Bedsheet_With_2_Pillow_Covers_4899.jpg
4901,Printed Taba Anti-Skid Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/8/10/e06002b9-fa9f-4604-b887-93b86a7daddf1565437354169-1.jpg",-,1959.0,6999.0,0.0,0,72,Status,https://www.myntra.com/carpets/status/status-multicoloured-printed-taba-taba-anti-skid-carpet/10428166/buy,Printed_Taba_Anti-Skid_Carpet_4900.jpg
4902,Striped Dhurrie,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/16211506/2021/11/23/3c381926-37f4-47ce-b368-ee02514b60b51637660511254FloorMatsDhurries1.jpg",-,1745.0,3490.0,0.0,0,50,Fabindia,https://www.myntra.com/floor-mats--dhurries/fabindia/fabindia-beige--grey-striped-dhurrie/16211506/buy,Striped_Dhurrie_4901.jpg
4903,Vintage Persian Nylon Anti-Skid Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/10950802/2022/3/11/04f69976-ab2d-4f4d-abff-b4da507955091646968699971StatusBlackBrownVintagePersianNylonAnti-SkidCarpet1.jpg",-,869.0,2999.0,3.9,19,71,Status,https://www.myntra.com/carpets/status/status-black--brown-vintage-persian-nylon-anti-skid-carpet/10950802/buy,Vintage_Persian_Nylon_Anti-Skid_Carpet_4902.jpg
4904,Bohemian Printed Anti-Slip Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/19664392/2022/8/26/7c601e59-11e8-41fe-9b79-4986579f20c21661509840754URBANSPACECreamRedBohemianPrintedAnti-SlipCarpet1.jpg",-,1719.0,3999.0,0.0,0,57,URBAN SPACE,https://www.myntra.com/carpets/urban-space/urban-space-cream--red-bohemian-printed-anti-slip-carpet/19664392/buy,Bohemian_Printed_Anti-Slip_Carpet_4903.jpg
4905,Printed Anti-Skid Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/19664306/2022/8/26/0a2d5b34-81a2-4f09-bc3d-e71d40dee2871661508941961URBANSPACERedBlueAbstractPrintedRectangularCarpet1.jpg",-,1719.0,3999.0,0.0,0,57,URBAN SPACE,https://www.myntra.com/carpets/urban-space/urban-space-red--blue-bohemian-printed-anti-skid-carpet/19664306/buy,Printed_Anti-Skid_Carpet_4904.jpg
4906,Circular Shape Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21297542/2022/12/24/5907327f-6115-440a-8368-f523275fc6bc1671858007250Carpets1.jpg",-,405.0,699.0,0.0,0,42,Kuber Industries,https://www.myntra.com/carpets/kuber-industries/kuber-industries-white--beige-circular-shape-jute-carpet/21297542/buy,Circular_Shape_Carpet_4905.jpg
4907,Printed Cotton Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22326878/2023/3/14/06682da5-e2d9-4f88-9542-3d5a69fd9ef41678796012836PurpleWhiteColouredHandBlockPrintedCottonCarpet1.jpg",-,1599.0,1599.0,0.0,0,0,HANDICRAFT PALACE,https://www.myntra.com/carpets/handicraft-palace/handicraft-palace-purple-printed-rectangular-cotton-carpet/22326878/buy,Printed_Cotton_Carpet_4906.jpg
4908,Printed Dhurrie Carpet Rug,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21241826/2023/1/3/b6fdde69-c602-47c3-8c92-6d3fb878323e1672733834307MonaBNavyBlueVintagePrintedAnti-SkidCottonDhurrieCarpetRug1.jpg",-,1709.0,3399.0,0.0,0,1690,Mona B,https://www.myntra.com/floor-mats--dhurries/mona-b/mona-b-navy-blue-vintage-printed-anti-skid-cotton-dhurrie-carpet-rug/21241826/buy,Printed_Dhurrie_Carpet_Rug_4907.jpg
4909,Printed Dhurrie Carpet Rug,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21241820/2023/1/3/8101464c-55f5-47f7-a4b4-20ec41ea99701672733004618MonaBBlueOrangePrintedCottonFloorDhurrieCarpetRug1.jpg",-,1709.0,3399.0,0.0,0,1690,Mona B,https://www.myntra.com/floor-mats--dhurries/mona-b/mona-b-blue--orange-printed-cotton-floor-dhurrie-carpet-rug/21241820/buy,Printed_Dhurrie_Carpet_Rug_4908.jpg
4910,Geometic Print Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/5634208/2018/5/4/11525414226179-Saral-Home-Abstract-Design-Jacquard-Floor-carpet--150x210-cm-7371525414226017-1.jpg",-,2749.0,4999.0,0.0,0,45,Saral Home,https://www.myntra.com/carpets/saral-home/saral-home-black--beige-geometic-print-carpet/5634208/buy,Geometic_Print_Carpet_4909.jpg
4911,Geometric Printed Vintage Anti-Skid Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/15436470/2021/9/11/70034864-082c-432e-a8ec-1c2ede160f031631358092301Carpets1.jpg",-,869.0,2999.0,3.0,7,71,Status,https://www.myntra.com/carpets/status/status-white--yellow-geometric-printed-vintage-anti-skid-carpet/15436470/buy,Geometric_Printed_Vintage_Anti-Skid_Carpet_4910.jpg
4912,Floral Printed Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/3/10/95042097-898f-443d-8f45-802ad797674b1615393582175-1.jpg",-,2719.0,3999.0,3.8,6,32,Athom Trendz,https://www.myntra.com/carpets/athom-trendz/athom-trendz-multicoloured-floral-printed-anti-skid-carpet/13850268/buy,Floral_Printed_Carpet_4911.jpg
4913,Digital Printed Floor Carpets,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/19664366/2022/8/25/1e46fd6f-2d73-471c-90ee-c11faedc30681661443118625Carpets1.jpg",-,2364.0,5499.0,0.0,0,57,URBAN SPACE,https://www.myntra.com/carpets/urban-space/urban-space-navy-blue--yellow-digital-printed-floor-carpets/19664366/buy,Digital_Printed_Floor_Carpets_4912.jpg
4914,Printed Anti-Skid Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/2/12/72254116-4e9c-4c2c-ad84-ef1d63804b401613138321792-1.jpg",-,1649.0,4999.0,4.5,11,67,Status,https://www.myntra.com/carpets/status/status-navy-blue--off-white-printed-anti-skid-carpet/13667778/buy,Printed_Anti-Skid_Carpet_4913.jpg
4915,Geometric Motifs Anti-Skid Light Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/14647640/2022/3/11/1e9387ec-eb01-4d10-b339-c5424d91f8e81646968896488StatusBeigeRedGeometricMotifsAnti-SkidLightCarpet1.jpg",-,1649.0,4999.0,0.0,0,67,Status,https://www.myntra.com/carpets/status/status-beige--red-geometric-motifs-anti-skid-light-carpet/14647640/buy,Geometric_Motifs_Anti-Skid_Light_Carpet_4914.jpg
4916,Geometric Printed Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/19664314/2022/8/26/99f6bb44-7305-429b-94f8-0a8717776df51661510318914URBANSPACEOrangeBluePrintedCarpet1.jpg",-,2364.0,5499.0,0.0,0,57,URBAN SPACE,https://www.myntra.com/carpets/urban-space/urban-space-pink--blue-geometric-printed-carpet/19664314/buy,Geometric_Printed_Carpet_4915.jpg
4917,Printed Anti-Skid Taba Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/8/12/cfd6f85e-1480-405d-9698-3f1ea2183e8c1565583717975-1.jpg",-,1959.0,6999.0,4.2,12,72,Status,https://www.myntra.com/carpets/status/status-multicoloured-printed-nylon-anti-skid-taba-carpet/10428126/buy,Printed_Anti-Skid_Taba_Carpet_4916.jpg
4918,Hand Block Print Cotton Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22350036/2023/3/16/d62f4acd-de20-4532-a770-80f97bd633231678947349516IndigoBlueWhiteColouredHandBlockPrintedCottonCarpet1.jpg",-,1599.0,1599.0,0.0,0,0,HANDICRAFT PALACE,https://www.myntra.com/carpets/handicraft-palace/handicraft-palace-blue--beige-indigo-hand-block-printed-cotton-carpet/22350036/buy,Hand_Block_Print_Cotton_Carpet_4917.jpg
4919,Geometric Hand Block Printed Cotton Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22350062/2023/3/16/383ea031-f258-4d86-82b8-ab68c045ca581678946661357BeigeBlackColouredHandBlockPrintedCottonCarpet1.jpg",-,1599.0,1599.0,0.0,0,0,HANDICRAFT PALACE,https://www.myntra.com/carpets/handicraft-palace/handicraft-palace-beige--black-geometric-hand-block-printed-cotton-carpet/22350062/buy,Geometric_Hand_Block_Printed_Cotton_Carpet_4918.jpg
4920,Printed Anti-skid Floor Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22025154/2023/2/17/58ec27a5-0aa3-4095-ab34-88a3b634f6381676640657188BeigeBrownAnti-skidFloorCarpet1.jpg",-,1599.0,3999.0,0.0,0,60,Story@home,https://www.myntra.com/carpets/storyhome/storyhome-beige--brown-printed-anti-skid-floor-carpet/22025154/buy,Printed_Anti-skid_Floor_Carpet_4919.jpg
4921,Printed Anti-skid Rectangular Floor Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22025144/2023/2/17/a9e4037c-1c3f-4c61-a9fe-155172ec68441676641745161BlueWhiteAnti-skidFloorCarpet1.jpg",-,1599.0,3999.0,0.0,0,60,Story@home,https://www.myntra.com/carpets/storyhome/storyhome-blue--white-printed-anti-skid-rectangular-floor-carpet/22025144/buy,Printed_Anti-skid_Rectangular_Floor_Carpet_4920.jpg
4922,Corsica Classic Textured  Cotton Chenille Woven Rectangular Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21837436/2023/2/3/8cf1f855-3ab7-455e-a732-a662731c05df1675430128310CorsicaClassicChenilleWovenCarpet-137x183cm1.jpg",-,599.0,599.0,0.0,0,0,Home Centre,https://www.myntra.com/carpets/home-centre/home-centre-corsica-classic-maroon--cream-colored-textured--cotton-chenille-woven-rectangular-carpet/21837436/buy,Corsica_Classic_Textured__Cotton_Chenille_Woven_Rectangular_Carpet_4921.jpg
4923,Hand Block Print Cotton Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22350034/2023/3/16/1f6a2b6b-84e3-4440-ad79-7951ad136a451678949846589IndigoBlueWhiteColouredHandBlockPrintedCottonCarpet1.jpg",-,1599.0,1599.0,0.0,0,0,HANDICRAFT PALACE,https://www.myntra.com/carpets/handicraft-palace/handicraft-palace-blue--white-indigo-hand-block-printed-cotton-carpet/22350034/buy,Hand_Block_Print_Cotton_Carpet_4922.jpg
4924,Fiesta Reversible Floor Mat,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21493348/2023/1/10/595de85c-d09e-410a-9cb0-26c88bf2ce691673349078468FiestaMultiPurposeOutdoorMatChatai120X180CminMustardColour1.jpg",-,945.0,995.0,0.0,0,5,HomeTown,https://www.myntra.com/floor-mats--dhurries/hometown/hometown-fiesta-mustard-yellow--white-geometric-pattern-reversible-floor-mat/21493348/buy,Fiesta_Reversible_Floor_Mat_4923.jpg
4925,Symphony Woven Design Dhurrie,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21633738/2023/1/20/0e74e0d1-35a4-461d-82a1-9c43e76738b61674199814566FabindiaSymphonyPolyWovenDhurrie1.jpg",-,1592.0,1990.0,0.0,0,20,Fabindia,https://www.myntra.com/floor-mats--dhurries/fabindia/fabindia-symphony-teal-green-woven-design-dhurrie/21633738/buy,Symphony_Woven_Design_Dhurrie_4924.jpg
4926,Printed Anti-Skid  Doormat,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/20159786/2022/9/24/c26ff83f-6396-4663-afe8-ff5362f9c1d71664028010237ObsessionsAnti-skidRubberOutdoorMatL76xW45Blue1.jpg",-,1575.0,1750.0,0.0,0,10,OBSESSIONS,https://www.myntra.com/doormats/obsessions/obsessions-printed-anti-skid-doormat/20159786/buy,Printed_Anti-Skid__Doormat_4925.jpg
4927,Set of 2 Solid Anti Skid Doormats,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17747980/2022/4/5/76630b6c-db04-46f9-b384-fba28792f37b1649148173059HOSTAHOMESSetof2GreySolidAntiSkidDoormats1.jpg",-,519.0,1299.0,3.4,14,60,HOSTA HOMES,https://www.myntra.com/doormats/hosta-homes/hosta-homes-set-of-2-grey-solid-anti-skid-doormats/17747980/buy,Set_of_2_Solid_Anti_Skid_Doormats_4926.jpg
4928,Set Of 2 Anti-Skid Doormats,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17748000/2022/4/5/f79d4091-ee90-49b2-9462-1ca064b2100c1649147949404HOSTAHOMESSetOf2BrownSolidAnti-SkidDoormats1.jpg",-,519.0,1299.0,4.0,21,60,HOSTA HOMES,https://www.myntra.com/doormats/hosta-homes/hosta-homes-set-of-2-brown-solid-anti-skid-doormats/17748000/buy,Set_Of_2_Anti-Skid_Doormats_4927.jpg
4929,Set Of 2 Anti-Skid Doormats,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/19707848/2022/8/28/cc0709c0-c012-4d63-828b-4a6f4e4f68831661685564644ZIGZAGPATTERNANTISKIDDOORMATSPACKOF216X24INCHBYSOKNACK1.jpg",-,494.0,1499.0,0.0,0,67,SOKNACK,https://www.myntra.com/doormats/soknack/soknack-set-of-2-blue--white-zig-zag-pattern-anti-skid--doormats/19707848/buy,Set_Of_2_Anti-Skid_Doormats_4928.jpg
4930,Anti-Skid Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/10449914/2022/5/25/33d6fd51-203c-4a86-a97f-9d74343246c31653483952124AviraHomeMulticolouredChevronPrintedMicrofiberPolyesterAnti-1.jpg",-,1907.0,3599.0,3.8,10,47,Avira Home,https://www.myntra.com/carpets/avira-home/avira-home-multicoloured-chevron-printed-microfiber-polyester-anti-skid-carpet/10449914/buy,Anti-Skid_Carpet_4929.jpg
4931,Printed Soft Anti Skid Rug,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17150954/2022/2/14/db3104a7-b760-4caf-aa1b-dc16af67e3301644828690670Carpets1.jpg",-,1535.0,3199.0,0.0,0,52,BIANCA,https://www.myntra.com/carpets/bianca/bianca-brown-abstract-printed-soft-anti-skid-rug/17150954/buy,Printed_Soft_Anti_Skid_Rug_4930.jpg
4932,Braided Round Jute Carpet,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17174362/2022/2/16/626cfe09-95fe-4bf4-ae9e-b8c4274e1ee81645009332605Handwovenjutecarpetrugs4X41.jpg",-,1899.0,4999.0,4.7,10,3100,HABERE INDIA,https://www.myntra.com/carpets/habere-india/habere-india-beige-braided-round-jute-carpet/17174362/buy,Braided_Round_Jute_Carpet_4931.jpg
4933,Solid Hand Woven Jute Carpets,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17192266/2022/2/17/141a9568-58d5-4404-8fe0-7e96e45bf0b71645091439884Handwovenjutecarpetrugs4X41.jpg",-,1699.0,4999.0,0.0,0,3300,HABERE INDIA,https://www.myntra.com/carpets/habere-india/habere-india--red-solid-hand-woven-jute-carpets/17192266/buy,Solid_Hand_Woven_Jute_Carpets_4932.jpg
